claim_id,claim_paid,total_claim_amount,claim_start_date,claim_status,tenure,exposure_id,condition_Other,condition_GastrointestinalIssues,condition_AllergiesAndskin,condition_EyesAndears,condition_Injuries,condition_RoutineCareandExaminations,condition_Illness,condition_Ingestion,condition_Dental,condition_Ortho,condition_BehavioralIssues,claimNb,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,max_tenure,total_earned_units,UW_Date,breed
claim_2124698c-0d44-4d1f-9e0c-5c2b789f55cb,308.8181818,308.8181818,27/01/2024,covered_paid,2,exposure_7abf362f-ced5-40f3-bc96-14f2daffe185,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,female,TRUE,1-2 yr,unknown,3/11/2023 17:00,24,100,100,House,Joondalup,6027,WA,13/05/1972,100100,2 years,51,1,1,purebred,collie related,shetland sheepdog,shetland sheepdog,FALSE,0,4/11/2023 23:38,Evening (18:00 - 23:59),9,8,1/01/2024,Other
claim_21802ed4-da2c-478e-8490-745431821be0,90,90,30/05/2024,covered_paid,3,exposure_2c19a70b-bf5e-428e-a0d0-b35463bae4ba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,31/01/2024 17:00,7,100,100,Apartment,Dudley Park,6210,WA,2/08/1951,100100,7-12 months,72,1,1,purebred,brachycephalic,tibetan spaniel,tibetan spaniel,FALSE,0,31/01/2024 11:41,Morning (05:00 - 11:59),6,7,1/02/2024,Other
claim_2194110c-8ac9-4954-a35c-2e205fa1cf30,143.4909091,179.3636364,22/07/2024,covered_paid,3,exposure_5b03373c-c16a-47e3-98e7-156bb6e3d872,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,FALSE,24/04/2024 17:00,2,80,0,House,Miners Rest,3352,VIC,21/10/1992,800,0-6 months,31,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,25/04/2024 19:32,Evening (18:00 - 23:59),4,4.2,1/04/2024,labrador retriever
claim_21c4fe22-6cd1-4daa-9305-46bf252501b2,124.2,228.9090909,16/01/2024,covered_paid,1,exposure_4706d3e8-e698-44bc-8357-571d17d01ce1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,male,FALSE,Not desexed,unknown,26/12/2023 17:00,6,90,100,House,Stafford,4053,QLD,2/07/2001,90100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,27/12/2023 20:25,Evening (18:00 - 23:59),8,8,1/01/2024,border collie
claim_220b2130-36ee-48bf-8039-60a3a052b56f,211.8909091,417.2545455,25/06/2024,covered_paid,0,exposure_b3725351-52ba-466a-884e-3267ab0b9316,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,TRUE,2/06/2024 17:00,5,90,200,House,Port Adelaide,5015,SA,1/05/1994,90200,0-6 months,30,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,3/06/2024 21:20,Evening (18:00 - 23:59),2,3,1/06/2024,cocker spaniel
claim_222b12cd-dbee-4248-977c-cb4739331ba9,150.7636364,188.4545455,2/07/2024,covered_paid,7,exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,27/12/2023 17:00,2,80,100,House,Eltham,3095,VIC,16/03/1970,80100,0-6 months,53,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,28/12/2023 14:54,Afternoon (12:00 - 17:59),8,8,1/01/2024,groodle
claim_222d44ca-691b-410f-be6d-83fc85c944c8,144.7272727,271.8181818,22/08/2024,covered_paid,6,exposure_ba4fff5c-cd10-4aa4-b838-dc053fe43e45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,26/02/2024 17:00,3,80,100,Apartment,Lane Cove North,2066,NSW,30/01/1990,80100,0-6 months,34,2,2.5,cross,cross,cross,"kelpie, labrador retriever",FALSE,0,27/02/2024 3:12,Late Night (00:00 - 04:59),6,6.103448276,1/02/2024,cross
claim_22382e9c-d30f-4c76-b299-e1f05ee26e7b,766.4636364,958.0818182,20/07/2024,covered_paid,3,exposure_bd80097d-8948-4743-8e4e-7433787799a3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,male,TRUE,4-6 mo,TRUE,29/04/2024 17:00,49,80,0,House,Everton Hills,4053,QLD,10/12/1972,800,4 years,51,1,1,cross,unknown,spoodle,spoodle,TRUE,0,27/04/2024 14:50,Afternoon (12:00 - 17:59),4,4.033333333,1/04/2024,spoodle
claim_223bcbad-eaaf-4d58-b363-259f2e24c415,1598.418182,1998.027273,27/06/2024,covered_paid,4,exposure_1488fdcf-ac6f-490b-a20e-3168dc006d74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,male,FALSE,Not desexed,unknown,31/01/2024 17:00,3,80,100,House,Cannington,6107,WA,3/10/1999,80100,0-6 months,24,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,1/02/2024 23:03,Evening (18:00 - 23:59),6,7,1/02/2024,golden retriever
claim_226600db-8113-45c9-8cfa-d244d3799450,130.0363636,162.5454545,27/05/2024,covered_paid,6,exposure_3bb2e796-208c-48ea-abb8-89c9f29e4ddc,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,14/11/2023 17:00,2,80,0,House,Caloundra West,4551,QLD,25/02/1986,800,0-6 months,37,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,TRUE,0,15/11/2023 12:26,Afternoon (12:00 - 17:59),9,8,1/01/2024,english cocker spaniel
claim_2294b099-9c8b-4473-ae21-58996e70d78e,1103.927273,1470.818182,9/07/2024,covered_paid,5,exposure_207caffb-6edd-4526-a053-c64122e5f914,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,22/02/2024 17:00,6,80,100,House,Brookfield,4069,QLD,2/01/1965,80100,0-6 months,59,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,23/02/2024 7:34,Morning (05:00 - 11:59),6,6.24137931,1/02/2024,Other
claim_22966660-5faf-428d-90bd-9d5e3d675dd5,57.81818182,163.1818182,12/08/2024,covered_paid,5,exposure_63d505cf-a898-48bb-8e3e-a727dd65e231,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,15/03/2024 17:00,26,80,100,House,Brighton East,3187,VIC,20/04/1982,80100,2 years,41,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,26/02/2024 16:44,Afternoon (12:00 - 17:59),5,5.516129032,1/03/2024,cavoodle
claim_22a002a6-6d52-40cc-b8b9-949e0fdd8e9b,331.9,435.7909091,21/05/2024,covered_paid,3,exposure_cda1edab-eb8a-4378-bc75-f7df57ec0c36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,male,TRUE,7-12 mo,unknown,23/02/2024 17:00,16,80,100,House,Natte Yallock,3465,VIC,29/11/1966,80100,1 years,57,1,3,purebred,pointer,dalmatian,dalmatian,TRUE,0,23/02/2024 14:44,Afternoon (12:00 - 17:59),6,6.206896552,1/02/2024,Other
claim_22b61a10-e520-4596-ab5d-9d2f02d1e29c,61.85454545,159.6363636,20/08/2024,covered_paid,5,exposure_77c2f714-d25d-4b05-a5e5-eec65d0ffc27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,20/03/2024 17:00,2,90,100,Apartment,Wellington Point,4160,QLD,2/12/1985,90100,0-6 months,38,1,2,purebred,collie related,australian shepherd,australian shepherd,TRUE,0,21/03/2024 15:50,Afternoon (12:00 - 17:59),5,5.35483871,1/03/2024,australian shepherd
claim_22cc7aac-3338-4798-9727-7a3e106e57fe,2066.6,2674.163636,15/04/2024,covered_paid,4,exposure_69d10c69-f6ea-4f9f-9472-a0d997c5aa42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,20/12/2023 17:00,2,80,100,House,South Lake,6164,WA,8/06/1993,80100,0-6 months,30,1,2,purebred,collie related,border collie,border collie,FALSE,0,21/12/2023 17:56,Afternoon (12:00 - 17:59),8,8,1/01/2024,border collie
claim_22d72973-9226-46f0-bd9f-802e6666d995,58.14545455,64.60909091,9/03/2024,covered_paid,3,exposure_620bc2c6-99cd-4ff2-85cf-2b8df7527a35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,female,TRUE,7-12 mo,unknown,25/12/2023 17:00,13,90,100,House,Salamander Bay,2317,NSW,17/06/1974,90100,1 years,49,2,3,cross,cross,cross,"labrador retriever cross, rhodesian ridgeback",FALSE,0,26/12/2023 11:55,Morning (05:00 - 11:59),8,8,1/01/2024,cross
claim_22e10f81-f39d-4817-862d-8daa94162d41,73.01818182,693,23/04/2024,covered_with_exclusions_paid,3,exposure_717beab0-d05e-4740-b409-de97ddd721af,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,female,FALSE,Not desexed,unknown,25/01/2024 17:00,8,80,0,House,Carrington,2294,NSW,2/06/1989,800,7-12 months,34,1,2,unnamed cross,unknown,australian cattle dog cross,australian cattle dog cross,FALSE,0,25/01/2024 16:38,Afternoon (12:00 - 17:59),7,7.193548387,1/01/2024,australian cattle dog cross
claim_22e5259e-3989-4659-ab03-bc7ca63b673e,821.8181818,1004.045455,24/07/2024,covered_paid,2,exposure_a0e6a2df-1dd3-4242-90fb-88a6cb480467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,male,FALSE,Not desexed,FALSE,24/05/2024 17:00,2,90,100,House,Success,6164,WA,6/12/2000,90100,0-6 months,23,2,1,cross,cross,cross,"maltese, shih tzu",FALSE,0,25/05/2024 22:15,Evening (18:00 - 23:59),3,3.225806452,1/05/2024,cross
claim_22e8f905-17a5-4a80-be91-5762afb5ac63,298.6818182,459.1454545,22/07/2024,covered_with_exclusions_paid,2,exposure_634571a0-edbb-4e4e-8490-0319c987b312,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,female,FALSE,Not desexed,FALSE,24/05/2024 17:00,2,90,0,House,Umina Beach,2257,NSW,28/06/1989,900,0-6 months,34,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,25/05/2024 16:21,Afternoon (12:00 - 17:59),3,3.225806452,1/05/2024,groodle
claim_22fc21f2-2a40-4bf8-91e0-c708f652e8cd,121.8909091,152.3636364,16/08/2024,covered_paid,8,exposure_c261d907-91be-46d3-9dea-5e83d39d5acf,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,female,FALSE,Not desexed,unknown,3/12/2023 17:00,5,80,0,House,Port Macquarie,2444,NSW,30/10/1989,800,0-6 months,34,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,4/12/2023 18:39,Evening (18:00 - 23:59),8,8,1/01/2024,staffordshire bull terrier
claim_23077908-68ff-468e-ac61-e0695aa91e18,977.3454545,1221.681818,8/02/2024,covered_paid,3,exposure_35d79a34-b519-435d-af68-9f928b6da92e,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,TRUE,7-12 mo,unknown,23/11/2023 17:00,119,80,100,House,Flaxton,4560,QLD,19/04/1975,80100,9 years,48,1,2,unnamed cross,unknown,australian cattle dog cross,australian cattle dog cross,FALSE,0,24/11/2023 11:39,Morning (05:00 - 11:59),9,8,1/01/2024,australian cattle dog cross
claim_23118b05-fdef-4d1d-bff4-1428dba25d73,24.4,121.4090909,7/08/2024,covered_paid,3,exposure_1eb2b2e0-6887-4cb9-8054-a241e6b1c200,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,FALSE,24/05/2024 17:00,2,80,100,House,Daglish,6008,WA,29/05/1995,80100,0-6 months,29,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,24/05/2024 22:47,Evening (18:00 - 23:59),3,3.225806452,1/05/2024,golden retriever
claim_2317c7be-727d-43b7-b7c6-5b71335be351,751.2,939,24/01/2024,covered_paid,0,exposure_85fb926d-fe93-4097-b798-f5876fc430fb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,male,FALSE,Not desexed,unknown,31/12/2023 17:00,4,80,0,Apartment,Hawthorne,4171,QLD,31/01/2001,800,0-6 months,22,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,9/12/2023 18:49,Evening (18:00 - 23:59),7,8,1/01/2024,golden retriever
claim_231cfcbf-7986-4d97-bba6-61fdc29e71ba,35.84545455,44.80909091,6/06/2024,covered_paid,4,exposure_e5bc1e70-65d1-4a19-9b74-4cc47c8ff96a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,female,FALSE,Not desexed,unknown,2/02/2024 17:00,2,80,0,House,Burwood East,3151,VIC,13/04/1980,800,0-6 months,43,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,25/01/2024 9:47,Morning (05:00 - 11:59),6,7,1/02/2024,poodletoy
claim_23243593-937f-4f42-a65b-68eff8ff8dcc,55.27272727,160,5/08/2024,covered_paid,3,exposure_22ce8075-fef9-4926-bf0c-5e42bc29b855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,FALSE,19/05/2024 17:00,41,80,100,House,Newtown,2042,NSW,21/08/1984,80100,3 years,39,1,2,purebred,sighthound,whippet,whippet,TRUE,0,20/05/2024 20:20,Evening (18:00 - 23:59),3,2.387096774,1/05/2024,whippet
claim_2329ee96-5c6b-471e-9162-8a35b59ba141,29.04545455,32.27272727,29/05/2024,covered_paid,1,exposure_c856a216-0033-434b-bd12-48946a112d40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,female,TRUE,4-6 mo,unknown,1/04/2024 17:00,83,90,0,Apartment,Bankstown,2200,NSW,29/10/1994,900,6 years,29,2,1.5,cross,cross,cross,"french bulldog cross, pug",FALSE,0,2/04/2024 6:43,Morning (05:00 - 11:59),4,5,1/04/2024,cross
claim_236167cf-f63b-4566-ba19-0d390dafda7c,1199.290909,1423.454545,14/02/2024,covered_paid,3,exposure_385bfebb-a9be-4844-a397-1a2fe2c298bc,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,2/11/2023 17:00,6,90,100,House,Greenacre,2190,NSW,29/10/1958,90100,0-6 months,65,1,2,purebred,teckel,dachshundstandard smooth haired,dachshundstandard smooth haired,FALSE,0,3/11/2023 14:51,Afternoon (12:00 - 17:59),9,5,1/01/2024,dachshundstandard smooth haired
claim_23637ac3-dfb5-47db-b2f4-91951db83e88,225.6090909,590.4545455,21/03/2024,covered_with_exclusions_paid,4,exposure_8ac81c1b-1999-4122-86aa-ef67afb59d79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,TRUE,7-12 mo,unknown,5/11/2023 17:00,28,90,0,House,Annandale,2038,NSW,21/07/1995,900,2 years,28,1,2,purebred,retriever,nova scotia duck tolling retriever,nova scotia duck tolling retriever,FALSE,0,6/11/2023 21:12,Evening (18:00 - 23:59),9,8,1/01/2024,Other
claim_237b91d4-8338-43c0-b80a-1b8681c05429,127.7636364,218.6727273,10/04/2024,covered_paid,4,exposure_c3fe14bb-dff9-4904-b72a-10c4ba20067f,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,10/12/2023 17:00,9,100,100,House,Lennox Head,2478,NSW,21/04/1993,100100,7-12 months,30,1,2,purebred,collie related,border collie,border collie,FALSE,0,4/12/2023 16:22,Afternoon (12:00 - 17:59),8,8,1/01/2024,border collie
claim_23a57cb9-56c1-4aaf-810f-ffdbcf5e43ab,265.3818182,331.7272727,26/02/2024,covered_paid,3,exposure_adedd3f4-ba5b-4088-807c-e1e88fc02923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,male,FALSE,Not desexed,unknown,4/11/2023 17:00,5,80,100,House,Kingsgrove,2208,NSW,24/02/1980,80100,0-6 months,43,1,3,purebred,brachycephalic,british bulldog,british bulldog,TRUE,0,5/11/2023 16:05,Afternoon (12:00 - 17:59),9,8,1/01/2024,Other
claim_23ae7553-592c-4fd9-81e3-3a08a09009a3,28.58181818,126.6363636,13/05/2024,covered_paid,3,exposure_3380f6f1-ce99-4242-b092-af0de5f736e6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,TRUE,7-12 mo,unknown,11/02/2024 17:00,23,80,100,House,Rippleside,3215,VIC,3/04/1987,80100,1 years,36,1,2,purebred,collie related,border collie,border collie,FALSE,0,12/02/2024 5:21,Morning (05:00 - 11:59),6,6.620689655,1/02/2024,border collie
claim_23d39728-8da8-4acf-987f-aa6e670b6dfc,283.2454545,444.9727273,28/05/2024,covered_paid,5,exposure_1af04a4e-fc69-403e-b5c1-cc791b129627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,TRUE,2+ yr,unknown,14/12/2023 17:00,60,80,100,House,Punchbowl,2196,NSW,17/01/1990,80100,5 years,33,1,1,unnamed cross,unknown,chihuahua cross,chihuahua cross,FALSE,0,15/12/2023 15:24,Afternoon (12:00 - 17:59),8,8,1/01/2024,Other
claim_23f21cbb-bcf3-4771-9cff-c301e7735db2,126.9818182,158.7272727,17/02/2024,covered_paid,1,exposure_63b82f72-bd38-44b6-8a2a-852a6ecd6968,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,TRUE,4-6 mo,unknown,3/01/2024 17:00,27,80,0,House,Brighton East,3187,VIC,23/09/1977,800,2 years,46,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,4/01/2024 14:00,Afternoon (12:00 - 17:59),7,8,1/01/2024,cavoodle
claim_23fd4fba-82d9-4541-a6a1-8780f914e776,320.7272727,491.8181818,28/05/2024,covered_paid,2,exposure_df8c8a34-be39-4852-8711-50e750b13a9d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,28/03/2024 17:00,2,80,100,Apartment,Rouse Hill,2155,NSW,13/11/1992,80100,0-6 months,31,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,29/03/2024 11:08,Morning (05:00 - 11:59),5,5.096774194,1/03/2024,pembroke welsh corgi
claim_240815a1-2065-405d-87a2-4e9831015522,807.8272727,897.5909091,28/08/2024,covered_paid,4,exposure_78110828-155a-4c18-82ef-c927a65f29dd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,28/04/2024 17:00,42,90,200,House,Albany Creek,4035,QLD,18/10/1983,90200,3 years,40,1,3,purebred,mastiff,boxer,boxer,FALSE,0,29/04/2024 9:39,Morning (05:00 - 11:59),4,4.066666667,1/04/2024,Other
claim_2415ca55-d73a-4f86-a7bf-805c67c8da44,1478.763636,1848.454545,12/02/2024,covered_paid,4,exposure_33b18016-8086-439f-b86b-62c6316259ac,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,male,TRUE,1-2 yr,unknown,8/10/2023 17:00,47,80,100,House,Chapel Hill,4069,QLD,18/01/1984,80100,3 years,39,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,25/09/2023 11:10,Morning (05:00 - 11:59),10,8,1/01/2024,french bulldog
claim_243720b1-ec61-4983-907f-901cb943d97d,161.8909091,293.2727273,29/04/2024,covered_paid,3,exposure_49db8cfb-687b-42a8-bb64-2fe8902331ea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,6/01/2024 17:00,3,80,100,House,Coombs,2611,ACT,12/04/2003,80100,0-6 months,20,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,TRUE,0,7/01/2024 14:54,Afternoon (12:00 - 17:59),7,7.806451613,1/01/2024,english cocker spaniel
claim_2445d6a6-d92d-4562-a9e1-3d348c14ba78,143.6363636,143.6363636,18/07/2024,covered_paid,5,exposure_2e87e249-0974-4e94-b3f8-599fce9d2412,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,female,FALSE,Not desexed,unknown,8/02/2024 17:00,7,90,100,House,East Gosford,2250,NSW,23/03/2004,90100,7-12 months,19,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,9/02/2024 15:48,Afternoon (12:00 - 17:59),6,6.724137931,1/02/2024,golden retriever
claim_245d48b9-d9f4-4b11-b987-517276a2e5ec,57.74545455,72.18181818,9/07/2024,covered_paid,3,exposure_1269144c-b579-4460-94e9-c1d83054cfa1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16,female,TRUE,4-6 mo,unknown,9/04/2024 17:00,92,80,0,House,Tinbeerwah,4563,QLD,22/05/1965,800,7 years,58,1,2,unnamed cross,unknown,beagle cross,beagle cross,TRUE,0,9/04/2024 14:27,Afternoon (12:00 - 17:59),4,4.7,1/04/2024,Other
claim_247c550c-6663-44aa-9fbb-d1b807065cc4,57.45454545,162.7272727,18/05/2024,covered_paid,4,exposure_fe7a72b2-4a15-4872-9b8a-45cff4a9daa7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,29/01/2024 17:00,7,80,100,House,Granville,2142,NSW,18/09/1997,80100,7-12 months,26,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,30/01/2024 8:55,Morning (05:00 - 11:59),7,7.066666667,1/01/2024,cavalier king charles spaniel
claim_24848b0f-1ac0-4600-8abf-53be5efcd639,158.5454545,289.0909091,1/03/2024,covered_paid,4,exposure_2a929181-66bd-4b64-a47c-7407b55b4b12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,male,FALSE,Not desexed,unknown,6/11/2023 17:00,6,80,100,House,Surry Hills,2010,NSW,3/05/2004,80100,0-6 months,19,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,7/11/2023 12:56,Afternoon (12:00 - 17:59),9,6.206451613,1/01/2024,cavalier king charles spaniel
claim_24946e05-7e5f-48c2-804d-3c4d8ee45ac6,136.3636364,136.3636364,15/05/2024,covered_paid,3,exposure_b4d0321e-d796-4d16-a5f6-a2e469a274ce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,male,FALSE,Not desexed,unknown,8/02/2024 17:00,3,100,100,Apartment,Abbotsford,3067,VIC,11/02/1992,100100,0-6 months,32,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,7/02/2024 9:59,Morning (05:00 - 11:59),6,6.724137931,1/02/2024,groodle
claim_24af092f-838f-4cee-8ff4-0e48515c416d,170.5090909,189.4545455,28/03/2024,covered_paid,2,exposure_7981ce97-2cae-4bb7-8b59-ed8f70b6175f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,male,FALSE,Not desexed,unknown,23/01/2024 17:00,4,90,0,House,Higgins,2615,ACT,18/06/1985,900,0-6 months,38,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,24/01/2024 19:43,Evening (18:00 - 23:59),7,7.258064516,1/01/2024,french bulldog
claim_24bbf11f-7947-4715-8bc9-06b7fbb76f94,749.0909091,1027.272727,3/04/2024,covered_paid,2,exposure_0f6a6a8c-82e0-416f-9dcf-8f2e93975e3a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,male,TRUE,4-6 mo,unknown,9/02/2024 17:00,99,80,100,Apartment,Cammeray,2062,NSW,2/08/1996,80100,8 years,27,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,10/02/2024 15:32,Afternoon (12:00 - 17:59),6,6.689655172,1/02/2024,cavoodle
claim_24ce943b-8c45-4798-9a2c-320754979315,81.27272727,192.5090909,18/06/2024,covered_paid,5,exposure_f32399c8-21b5-42f1-b204-ccc3969fef90,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,1/01/2024 17:00,4,80,100,House,Riverhills,4074,QLD,1/11/1969,80100,0-6 months,54,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2/01/2024 10:02,Morning (05:00 - 11:59),7,8,1/01/2024,staffordshire bull terrier
claim_24d837b7-bf4c-42e4-8ca8-7807f1e2bda5,167.2727273,209.0909091,14/06/2024,covered_paid,2,exposure_ffe53208-f2f3-45d5-88cc-a51446319217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,1/04/2024 17:00,3,80,100,House,Bundamba,4304,QLD,30/07/1994,80100,0-6 months,29,1,1,purebred,water dog,poodleminiature,poodleminiature,FALSE,0,2/04/2024 10:36,Morning (05:00 - 11:59),4,5,1/04/2024,Other
